,Date,Store,DayOfWeek,Date.1,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,year,month,day,dayYear,week_num,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,PromoInterval
1298,2014-09-03,1064,7,2014-09-03,0,0,0,0,0,0,2014,3,9,68,10,a,c,420,,,
1299,2014-10-03,39,1,2014-10-03,3569,516,1,0,0,0,2014,3,10,69,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1300,2014-10-03,680,1,2014-10-03,3446,609,1,0,0,0,2014,3,10,69,10,c,a,170,,,"Mar,Jun,Sept,Dec"
1301,2014-10-03,1064,1,2014-10-03,7977,1039,1,0,0,0,2014,3,10,69,10,a,c,420,,,
1302,2014-11-03,39,2,2014-11-03,3610,567,1,0,0,0,2014,3,11,70,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1303,2014-11-03,680,2,2014-11-03,3606,629,1,0,0,0,2014,3,11,70,10,c,a,170,,,"Mar,Jun,Sept,Dec"
1304,2014-11-03,1064,2,2014-11-03,8262,1004,1,0,0,0,2014,3,11,70,10,a,c,420,,,
1305,2014-12-03,39,3,2014-12-03,3533,544,1,0,0,0,2014,3,12,71,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1306,2014-12-03,680,3,2014-12-03,3332,602,1,0,0,0,2014,3,12,71,10,c,a,170,,,"Mar,Jun,Sept,Dec"
1307,2014-12-03,1064,3,2014-12-03,6757,900,1,0,0,0,2014,3,12,71,10,a,c,420,,,
1308,2014-03-13,39,4,2014-03-13,3733,519,1,0,0,0,2014,3,13,72,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1309,2014-03-13,680,4,2014-03-13,3736,621,1,0,0,0,2014,3,13,72,10,c,a,170,,,"Mar,Jun,Sept,Dec"
1310,2014-03-13,1064,4,2014-03-13,7441,930,1,0,0,0,2014,3,13,72,10,a,c,420,,,
1311,2014-03-14,39,5,2014-03-14,3947,533,1,0,0,0,2014,3,14,73,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1312,2014-03-14,680,5,2014-03-14,4435,673,1,0,0,0,2014,3,14,73,10,c,a,170,,,"Mar,Jun,Sept,Dec"
1313,2014-03-14,1064,5,2014-03-14,8612,1011,1,0,0,0,2014,3,14,73,10,a,c,420,,,
1314,2014-03-15,39,6,2014-03-15,2912,400,1,0,0,0,2014,3,15,74,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1315,2014-03-15,680,6,2014-03-15,5786,899,1,0,0,0,2014,3,15,74,10,c,a,170,,,"Mar,Jun,Sept,Dec"
1316,2014-03-15,1064,6,2014-03-15,7895,907,1,0,0,0,2014,3,15,74,10,a,c,420,,,
1317,2014-03-16,39,7,2014-03-16,0,0,0,0,0,0,2014,3,16,75,11,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1318,2014-03-16,680,7,2014-03-16,0,0,0,0,0,0,2014,3,16,75,11,c,a,170,,,"Mar,Jun,Sept,Dec"
1319,2014-03-16,1064,7,2014-03-16,0,0,0,0,0,0,2014,3,16,75,11,a,c,420,,,
1320,2014-03-17,39,1,2014-03-17,8114,953,1,1,0,0,2014,3,17,76,11,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1321,2014-03-17,680,1,2014-03-17,5032,764,1,1,0,0,2014,3,17,76,11,c,a,170,,,"Mar,Jun,Sept,Dec"
1322,2014-03-17,1064,1,2014-03-17,12792,1364,1,1,0,0,2014,3,17,76,11,a,c,420,,,
1323,2014-03-18,39,2,2014-03-18,5188,640,1,1,0,0,2014,3,18,77,11,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1324,2014-03-18,680,2,2014-03-18,5356,719,1,1,0,0,2014,3,18,77,11,c,a,170,,,"Mar,Jun,Sept,Dec"
1325,2014-03-18,1064,2,2014-03-18,10132,1184,1,1,0,0,2014,3,18,77,11,a,c,420,,,
1326,2014-03-19,39,3,2014-03-19,5309,724,1,1,0,0,2014,3,19,78,11,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1327,2014-03-19,680,3,2014-03-19,4747,723,1,1,0,0,2014,3,19,78,11,c,a,170,,,"Mar,Jun,Sept,Dec"
1328,2014-03-19,1064,3,2014-03-19,9753,1168,1,1,0,0,2014,3,19,78,11,a,c,420,,,
1329,2014-03-20,39,4,2014-03-20,4387,573,1,1,0,0,2014,3,20,79,11,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1330,2014-03-20,680,4,2014-03-20,3758,638,1,1,0,0,2014,3,20,79,11,c,a,170,,,"Mar,Jun,Sept,Dec"
1331,2014-03-20,1064,4,2014-03-20,9074,1027,1,1,0,0,2014,3,20,79,11,a,c,420,,,
1332,2014-03-21,39,5,2014-03-21,4702,603,1,1,0,0,2014,3,21,80,11,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1333,2014-03-21,680,5,2014-03-21,4126,662,1,1,0,0,2014,3,21,80,11,c,a,170,,,"Mar,Jun,Sept,Dec"
1334,2014-03-21,1064,5,2014-03-21,9316,1063,1,1,0,0,2014,3,21,80,11,a,c,420,,,
1335,2014-03-22,39,6,2014-03-22,3122,410,1,0,0,0,2014,3,22,81,11,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1336,2014-03-22,680,6,2014-03-22,5576,813,1,0,0,0,2014,3,22,81,11,c,a,170,,,"Mar,Jun,Sept,Dec"
1337,2014-03-22,1064,6,2014-03-22,7610,903,1,0,0,0,2014,3,22,81,11,a,c,420,,,
1338,2014-03-23,39,7,2014-03-23,0,0,0,0,0,0,2014,3,23,82,12,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1339,2014-03-23,680,7,2014-03-23,0,0,0,0,0,0,2014,3,23,82,12,c,a,170,,,"Mar,Jun,Sept,Dec"
1340,2014-03-23,1064,7,2014-03-23,0,0,0,0,0,0,2014,3,23,82,12,a,c,420,,,
1341,2014-03-24,39,1,2014-03-24,3672,554,1,0,0,0,2014,3,24,83,12,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1342,2014-03-24,680,1,2014-03-24,3744,648,1,0,0,0,2014,3,24,83,12,c,a,170,,,"Mar,Jun,Sept,Dec"
1343,2014-03-24,1064,1,2014-03-24,7621,1023,1,0,0,0,2014,3,24,83,12,a,c,420,,,
1344,2014-03-25,39,2,2014-03-25,3690,528,1,0,0,0,2014,3,25,84,12,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1345,2014-03-25,680,2,2014-03-25,3371,604,1,0,0,0,2014,3,25,84,12,c,a,170,,,"Mar,Jun,Sept,Dec"
1346,2014-03-25,1064,2,2014-03-25,6963,906,1,0,0,0,2014,3,25,84,12,a,c,420,,,
1347,2014-03-26,39,3,2014-03-26,3159,460,1,0,0,0,2014,3,26,85,12,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1348,2014-03-26,680,3,2014-03-26,3770,627,1,0,0,0,2014,3,26,85,12,c,a,170,,,"Mar,Jun,Sept,Dec"
1349,2014-03-26,1064,3,2014-03-26,7072,924,1,0,0,0,2014,3,26,85,12,a,c,420,,,
1350,2014-03-27,39,4,2014-03-27,3382,456,1,0,0,0,2014,3,27,86,12,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1351,2014-03-27,680,4,2014-03-27,3369,563,1,0,0,0,2014,3,27,86,12,c,a,170,,,"Mar,Jun,Sept,Dec"
1352,2014-03-27,1064,4,2014-03-27,7007,946,1,0,0,0,2014,3,27,86,12,a,c,420,,,
1353,2014-03-28,39,5,2014-03-28,3576,480,1,0,0,0,2014,3,28,87,12,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1354,2014-03-28,680,5,2014-03-28,4767,723,1,0,0,0,2014,3,28,87,12,c,a,170,,,"Mar,Jun,Sept,Dec"
1355,2014-03-28,1064,5,2014-03-28,8109,983,1,0,0,0,2014,3,28,87,12,a,c,420,,,
1356,2014-03-29,39,6,2014-03-29,2845,418,1,0,0,0,2014,3,29,88,12,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1357,2014-03-29,680,6,2014-03-29,6786,923,1,0,0,0,2014,3,29,88,12,c,a,170,,,"Mar,Jun,Sept,Dec"
1358,2014-03-29,1064,6,2014-03-29,8038,879,1,0,0,0,2014,3,29,88,12,a,c,420,,,
1359,2014-03-30,39,7,2014-03-30,0,0,0,0,0,0,2014,3,30,89,13,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1360,2014-03-30,680,7,2014-03-30,0,0,0,0,0,0,2014,3,30,89,13,c,a,170,,,"Mar,Jun,Sept,Dec"
1361,2014-03-30,1064,7,2014-03-30,0,0,0,0,0,0,2014,3,30,89,13,a,c,420,,,
1362,2014-03-31,39,1,2014-03-31,9103,1002,1,1,0,0,2014,3,31,90,13,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1363,2014-03-31,680,1,2014-03-31,6448,924,1,1,0,0,2014,3,31,90,13,c,a,170,,,"Mar,Jun,Sept,Dec"
1364,2014-03-31,1064,1,2014-03-31,14536,1460,1,1,0,0,2014,3,31,90,13,a,c,420,,,
1365,2014-01-04,39,2,2014-01-04,7764,910,1,1,0,0,2014,4,1,91,13,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1366,2014-01-04,680,2,2014-01-04,5632,791,1,1,0,0,2014,4,1,91,13,c,a,170,,,"Mar,Jun,Sept,Dec"
1367,2014-01-04,1064,2,2014-01-04,12731,1356,1,1,0,0,2014,4,1,91,13,a,c,420,,,
1368,2014-02-04,39,3,2014-02-04,5660,782,1,1,0,0,2014,4,2,92,13,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1369,2014-02-04,680,3,2014-02-04,5408,766,1,1,0,0,2014,4,2,92,13,c,a,170,,,"Mar,Jun,Sept,Dec"
1370,2014-02-04,1064,3,2014-02-04,10473,1211,1,1,0,0,2014,4,2,92,13,a,c,420,,,
1371,2014-03-04,39,4,2014-03-04,6017,709,1,1,0,0,2014,4,3,93,13,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1372,2014-03-04,680,4,2014-03-04,4399,710,1,1,0,0,2014,4,3,93,13,c,a,170,,,"Mar,Jun,Sept,Dec"
1373,2014-03-04,1064,4,2014-03-04,9955,1155,1,1,0,0,2014,4,3,93,13,a,c,420,,,
1374,2014-04-04,39,5,2014-04-04,5824,720,1,1,0,0,2014,4,4,94,13,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1375,2014-04-04,680,5,2014-04-04,6084,862,1,1,0,0,2014,4,4,94,13,c,a,170,,,"Mar,Jun,Sept,Dec"
1376,2014-04-04,1064,5,2014-04-04,10182,1155,1,1,0,0,2014,4,4,94,13,a,c,420,,,
1377,2014-05-04,39,6,2014-05-04,3122,440,1,0,0,0,2014,4,5,95,13,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1378,2014-05-04,680,6,2014-05-04,6139,871,1,0,0,0,2014,4,5,95,13,c,a,170,,,"Mar,Jun,Sept,Dec"
1379,2014-05-04,1064,6,2014-05-04,7764,929,1,0,0,0,2014,4,5,95,13,a,c,420,,,
1380,2014-06-04,39,7,2014-06-04,0,0,0,0,0,0,2014,4,6,96,14,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1381,2014-06-04,680,7,2014-06-04,0,0,0,0,0,0,2014,4,6,96,14,c,a,170,,,"Mar,Jun,Sept,Dec"
1382,2014-06-04,1064,7,2014-06-04,0,0,0,0,0,0,2014,4,6,96,14,a,c,420,,,
1383,2014-07-04,39,1,2014-07-04,4047,580,1,0,0,0,2014,4,7,97,14,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1384,2014-07-04,680,1,2014-07-04,3743,625,1,0,0,0,2014,4,7,97,14,c,a,170,,,"Mar,Jun,Sept,Dec"
1385,2014-07-04,1064,1,2014-07-04,8139,1023,1,0,0,0,2014,4,7,97,14,a,c,420,,,
1386,2014-08-04,39,2,2014-08-04,3452,489,1,0,0,0,2014,4,8,98,14,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1387,2014-08-04,680,2,2014-08-04,3814,683,1,0,0,0,2014,4,8,98,14,c,a,170,,,"Mar,Jun,Sept,Dec"
1388,2014-08-04,1064,2,2014-08-04,7704,925,1,0,0,0,2014,4,8,98,14,a,c,420,,,
1389,2014-09-04,39,3,2014-09-04,3810,564,1,0,0,0,2014,4,9,99,14,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1390,2014-09-04,680,3,2014-09-04,4318,681,1,0,0,0,2014,4,9,99,14,c,a,170,,,"Mar,Jun,Sept,Dec"
1391,2014-09-04,1064,3,2014-09-04,7896,996,1,0,0,0,2014,4,9,99,14,a,c,420,,,
1392,2014-10-04,39,4,2014-10-04,3735,544,1,0,0,0,2014,4,10,100,14,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1393,2014-10-04,680,4,2014-10-04,3890,636,1,0,0,0,2014,4,10,100,14,c,a,170,,,"Mar,Jun,Sept,Dec"
1394,2014-10-04,1064,4,2014-10-04,7555,939,1,0,0,0,2014,4,10,100,14,a,c,420,,,
1395,2014-11-04,39,5,2014-11-04,3768,538,1,0,0,0,2014,4,11,101,14,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1396,2014-11-04,680,5,2014-11-04,4011,690,1,0,0,0,2014,4,11,101,14,c,a,170,,,"Mar,Jun,Sept,Dec"
1397,2014-11-04,1064,5,2014-11-04,8809,1070,1,0,0,0,2014,4,11,101,14,a,c,420,,,
1398,2014-12-04,39,6,2014-12-04,2706,430,1,0,0,0,2014,4,12,102,14,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1399,2014-12-04,680,6,2014-12-04,5898,840,1,0,0,0,2014,4,12,102,14,c,a,170,,,"Mar,Jun,Sept,Dec"
1400,2014-12-04,1064,6,2014-12-04,8299,936,1,0,0,0,2014,4,12,102,14,a,c,420,,,
1401,2014-04-13,39,7,2014-04-13,0,0,0,0,0,0,2014,4,13,103,15,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1402,2014-04-13,680,7,2014-04-13,0,0,0,0,0,0,2014,4,13,103,15,c,a,170,,,"Mar,Jun,Sept,Dec"
1403,2014-04-13,1064,7,2014-04-13,0,0,0,0,0,0,2014,4,13,103,15,a,c,420,,,
1404,2014-04-14,39,1,2014-04-14,8332,873,1,1,0,1,2014,4,14,104,15,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1405,2014-04-14,680,1,2014-04-14,7794,976,1,1,0,0,2014,4,14,104,15,c,a,170,,,"Mar,Jun,Sept,Dec"
1406,2014-04-14,1064,1,2014-04-14,13230,1409,1,1,0,1,2014,4,14,104,15,a,c,420,,,
1407,2014-04-15,39,2,2014-04-15,7266,808,1,1,0,1,2014,4,15,105,15,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1408,2014-04-15,680,2,2014-04-15,6918,927,1,1,0,0,2014,4,15,105,15,c,a,170,,,"Mar,Jun,Sept,Dec"
1409,2014-04-15,1064,2,2014-04-15,12270,1334,1,1,0,1,2014,4,15,105,15,a,c,420,,,
1410,2014-04-16,39,3,2014-04-16,6612,822,1,1,0,1,2014,4,16,106,15,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1411,2014-04-16,680,3,2014-04-16,7004,962,1,1,0,1,2014,4,16,106,15,c,a,170,,,"Mar,Jun,Sept,Dec"
1412,2014-04-16,1064,3,2014-04-16,11485,1282,1,1,0,1,2014,4,16,106,15,a,c,420,,,
1413,2014-04-17,39,4,2014-04-17,5928,794,1,1,0,1,2014,4,17,107,15,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1414,2014-04-17,680,4,2014-04-17,7478,992,1,1,0,1,2014,4,17,107,15,c,a,170,,,"Mar,Jun,Sept,Dec"
1415,2014-04-17,1064,4,2014-04-17,12025,1397,1,1,0,1,2014,4,17,107,15,a,c,420,,,
1416,2014-04-18,39,5,2014-04-18,0,0,0,1,b,1,2014,4,18,108,15,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1417,2014-04-18,680,5,2014-04-18,0,0,0,1,b,1,2014,4,18,108,15,c,a,170,,,"Mar,Jun,Sept,Dec"
1418,2014-04-18,1064,5,2014-04-18,0,0,0,1,b,1,2014,4,18,108,15,a,c,420,,,
1419,2014-04-19,39,6,2014-04-19,3721,579,1,0,0,0,2014,4,19,109,15,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1420,2014-04-19,680,6,2014-04-19,7902,1147,1,0,0,0,2014,4,19,109,15,c,a,170,,,"Mar,Jun,Sept,Dec"
1421,2014-04-19,1064,6,2014-04-19,10533,1210,1,0,0,0,2014,4,19,109,15,a,c,420,,,
1422,2014-04-20,39,7,2014-04-20,0,0,0,0,0,0,2014,4,20,110,16,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1423,2014-04-20,680,7,2014-04-20,0,0,0,0,0,0,2014,4,20,110,16,c,a,170,,,"Mar,Jun,Sept,Dec"
1424,2014-04-20,1064,7,2014-04-20,0,0,0,0,0,0,2014,4,20,110,16,a,c,420,,,
1425,2014-04-21,39,1,2014-04-21,0,0,0,0,b,1,2014,4,21,111,16,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1426,2014-04-21,680,1,2014-04-21,0,0,0,0,b,1,2014,4,21,111,16,c,a,170,,,"Mar,Jun,Sept,Dec"
1427,2014-04-21,1064,1,2014-04-21,0,0,0,0,b,1,2014,4,21,111,16,a,c,420,,,
1428,2014-04-22,39,2,2014-04-22,4374,566,1,0,0,1,2014,4,22,112,16,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1429,2014-04-22,680,2,2014-04-22,4975,818,1,0,0,1,2014,4,22,112,16,c,a,170,,,"Mar,Jun,Sept,Dec"
1430,2014-04-22,1064,2,2014-04-22,8808,1081,1,0,0,1,2014,4,22,112,16,a,c,420,,,
1431,2014-04-23,39,3,2014-04-23,4227,615,1,0,0,1,2014,4,23,113,16,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1432,2014-04-23,680,3,2014-04-23,4347,752,1,0,0,1,2014,4,23,113,16,c,a,170,,,"Mar,Jun,Sept,Dec"
1433,2014-04-23,1064,3,2014-04-23,7411,962,1,0,0,1,2014,4,23,113,16,a,c,420,,,
1434,2014-04-24,39,4,2014-04-24,3645,509,1,0,0,1,2014,4,24,114,16,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1435,2014-04-24,680,4,2014-04-24,4304,703,1,0,0,1,2014,4,24,114,16,c,a,170,,,"Mar,Jun,Sept,Dec"
1436,2014-04-24,1064,4,2014-04-24,7276,937,1,0,0,1,2014,4,24,114,16,a,c,420,,,
1437,2014-04-25,39,5,2014-04-25,3856,512,1,0,0,1,2014,4,25,115,16,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1438,2014-04-25,680,5,2014-04-25,3614,587,1,0,0,1,2014,4,25,115,16,c,a,170,,,"Mar,Jun,Sept,Dec"
1439,2014-04-25,1064,5,2014-04-25,7252,940,1,0,0,1,2014,4,25,115,16,a,c,420,,,
1440,2014-04-26,39,6,2014-04-26,2852,416,1,0,0,0,2014,4,26,116,16,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1441,2014-04-26,680,6,2014-04-26,5430,731,1,0,0,0,2014,4,26,116,16,c,a,170,,,"Mar,Jun,Sept,Dec"
1442,2014-04-26,1064,6,2014-04-26,8134,892,1,0,0,0,2014,4,26,116,16,a,c,420,,,
1443,2014-04-27,39,7,2014-04-27,0,0,0,0,0,0,2014,4,27,117,17,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1444,2014-04-27,680,7,2014-04-27,0,0,0,0,0,0,2014,4,27,117,17,c,a,170,,,"Mar,Jun,Sept,Dec"
1445,2014-04-27,1064,7,2014-04-27,0,0,0,0,0,0,2014,4,27,117,17,a,c,420,,,
1446,2014-04-28,39,1,2014-04-28,8687,945,1,1,0,0,2014,4,28,118,17,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1447,2014-04-28,680,1,2014-04-28,5063,787,1,1,0,1,2014,4,28,118,17,c,a,170,,,"Mar,Jun,Sept,Dec"
1448,2014-04-28,1064,1,2014-04-28,13226,1427,1,1,0,0,2014,4,28,118,17,a,c,420,,,
1449,2014-04-29,39,2,2014-04-29,8034,847,1,1,0,0,2014,4,29,119,17,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1450,2014-04-29,680,2,2014-04-29,5489,776,1,1,0,1,2014,4,29,119,17,c,a,170,,,"Mar,Jun,Sept,Dec"
1451,2014-04-29,1064,2,2014-04-29,11493,1196,1,1,0,0,2014,4,29,119,17,a,c,420,,,
1452,2014-04-30,39,3,2014-04-30,9614,1116,1,1,0,0,2014,4,30,120,17,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1453,2014-04-30,680,3,2014-04-30,6656,931,1,1,0,1,2014,4,30,120,17,c,a,170,,,"Mar,Jun,Sept,Dec"
1454,2014-04-30,1064,3,2014-04-30,14075,1491,1,1,0,0,2014,4,30,120,17,a,c,420,,,
1455,2014-01-05,39,4,2014-01-05,0,0,0,1,a,0,2014,5,1,121,17,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1456,2014-01-05,680,4,2014-01-05,0,0,0,1,a,1,2014,5,1,121,17,c,a,170,,,"Mar,Jun,Sept,Dec"
1457,2014-01-05,1064,4,2014-01-05,0,0,0,1,a,0,2014,5,1,121,17,a,c,420,,,
1458,2014-02-05,39,5,2014-02-05,6470,812,1,1,0,0,2014,5,2,122,17,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1459,2014-02-05,680,5,2014-02-05,7728,1104,1,1,0,1,2014,5,2,122,17,c,a,170,,,"Mar,Jun,Sept,Dec"
1460,2014-02-05,1064,5,2014-02-05,13559,1493,1,1,0,0,2014,5,2,122,17,a,c,420,,,
1461,2014-03-05,39,6,2014-03-05,3754,508,1,0,0,0,2014,5,3,123,17,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1462,2014-03-05,680,6,2014-03-05,6327,937,1,0,0,0,2014,5,3,123,17,c,a,170,,,"Mar,Jun,Sept,Dec"
1463,2014-03-05,1064,6,2014-03-05,8676,948,1,0,0,0,2014,5,3,123,17,a,c,420,,,
1464,2014-04-05,39,7,2014-04-05,0,0,0,0,0,0,2014,5,4,124,18,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1465,2014-04-05,680,7,2014-04-05,0,0,0,0,0,0,2014,5,4,124,18,c,a,170,,,"Mar,Jun,Sept,Dec"
1466,2014-04-05,1064,7,2014-04-05,0,0,0,0,0,0,2014,5,4,124,18,a,c,420,,,
1467,2014-05-05,39,1,2014-05-05,9213,1034,1,1,0,0,2014,5,5,125,18,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1468,2014-05-05,680,1,2014-05-05,6317,871,1,1,0,0,2014,5,5,125,18,c,a,170,,,"Mar,Jun,Sept,Dec"
1469,2014-05-05,1064,1,2014-05-05,12597,1360,1,1,0,0,2014,5,5,125,18,a,c,420,,,
1470,2014-06-05,39,2,2014-06-05,7621,818,1,1,0,0,2014,5,6,126,18,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1471,2014-06-05,680,2,2014-06-05,5278,790,1,1,0,0,2014,5,6,126,18,c,a,170,,,"Mar,Jun,Sept,Dec"
1472,2014-06-05,1064,2,2014-06-05,10635,1175,1,1,0,0,2014,5,6,126,18,a,c,420,,,
1473,2014-07-05,39,3,2014-07-05,6397,823,1,1,0,0,2014,5,7,127,18,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1474,2014-07-05,680,3,2014-07-05,4821,738,1,1,0,0,2014,5,7,127,18,c,a,170,,,"Mar,Jun,Sept,Dec"
1475,2014-07-05,1064,3,2014-07-05,10140,1113,1,1,0,0,2014,5,7,127,18,a,c,420,,,
1476,2014-08-05,39,4,2014-08-05,5818,732,1,1,0,0,2014,5,8,128,18,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1477,2014-08-05,680,4,2014-08-05,4915,753,1,1,0,0,2014,5,8,128,18,c,a,170,,,"Mar,Jun,Sept,Dec"
1478,2014-08-05,1064,4,2014-08-05,9906,1070,1,1,0,0,2014,5,8,128,18,a,c,420,,,
1479,2014-09-05,39,5,2014-09-05,5633,710,1,1,0,0,2014,5,9,129,18,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1480,2014-09-05,680,5,2014-09-05,5759,896,1,1,0,0,2014,5,9,129,18,c,a,170,,,"Mar,Jun,Sept,Dec"
1481,2014-09-05,1064,5,2014-09-05,10979,1227,1,1,0,0,2014,5,9,129,18,a,c,420,,,
1482,2014-10-05,39,6,2014-10-05,2659,376,1,0,0,0,2014,5,10,130,18,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1483,2014-10-05,680,6,2014-10-05,6308,955,1,0,0,0,2014,5,10,130,18,c,a,170,,,"Mar,Jun,Sept,Dec"
1484,2014-10-05,1064,6,2014-10-05,8183,872,1,0,0,0,2014,5,10,130,18,a,c,420,,,
1485,2014-11-05,39,7,2014-11-05,0,0,0,0,0,0,2014,5,11,131,19,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1486,2014-11-05,680,7,2014-11-05,0,0,0,0,0,0,2014,5,11,131,19,c,a,170,,,"Mar,Jun,Sept,Dec"
1487,2014-11-05,1064,7,2014-11-05,0,0,0,0,0,0,2014,5,11,131,19,a,c,420,,,
1488,2014-12-05,39,1,2014-12-05,3963,552,1,0,0,0,2014,5,12,132,19,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1489,2014-12-05,680,1,2014-12-05,3793,651,1,0,0,0,2014,5,12,132,19,c,a,170,,,"Mar,Jun,Sept,Dec"
1490,2014-12-05,1064,1,2014-12-05,8330,989,1,0,0,0,2014,5,12,132,19,a,c,420,,,
1491,2014-05-13,39,2,2014-05-13,4017,528,1,0,0,0,2014,5,13,133,19,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1492,2014-05-13,680,2,2014-05-13,3738,660,1,0,0,0,2014,5,13,133,19,c,a,170,,,"Mar,Jun,Sept,Dec"
1493,2014-05-13,1064,2,2014-05-13,7635,976,1,0,0,0,2014,5,13,133,19,a,c,420,,,
1494,2014-05-14,39,3,2014-05-14,3962,548,1,0,0,0,2014,5,14,134,19,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1495,2014-05-14,680,3,2014-05-14,3684,651,1,0,0,0,2014,5,14,134,19,c,a,170,,,"Mar,Jun,Sept,Dec"
1496,2014-05-14,1064,3,2014-05-14,7986,981,1,0,0,0,2014,5,14,134,19,a,c,420,,,
1497,2014-05-15,39,4,2014-05-15,4142,544,1,0,0,0,2014,5,15,135,19,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1498,2014-05-15,680,4,2014-05-15,3591,606,1,0,0,0,2014,5,15,135,19,c,a,170,,,"Mar,Jun,Sept,Dec"
1499,2014-05-15,1064,4,2014-05-15,7600,925,1,0,0,0,2014,5,15,135,19,a,c,420,,,
1500,2014-05-16,39,5,2014-05-16,3528,519,1,0,0,0,2014,5,16,136,19,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
1501,2014-05-16,680,5,2014-05-16,4899,744,1,0,0,0,2014,5,16,136,19,c,a,170,,,"Mar,Jun,Sept,Dec"
1502,2014-05-16,1064,5,2014-05-16,8246,1035,1,0,0,0,2014,5,16,136,19,a,c,420,,,
1503,2014-05-17,39,6,2014-05-17,2830,430,1,0,0,0,2014,5,17,137,19,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
